ENSG00000116288	PARK7	Gene Expression
ENSG00000116285	ERRFI1	Gene Expression
ENSG00000142599	RERE	Gene Expression
ENSG00000074800	ENO1	Gene Expression
ENSG00000142583	SLC2A5	Gene Expression
ENSG00000180758	GPR157	Gene Expression
ENSG00000228526	MIR34AHG	Gene Expression
RP3-510D11	RP3-510D11	Gene Expression
ENSG00000049239	H6PD	Gene Expression
ENSG00000171612	SLC25A33	Gene Expression
ENSG00000188807	TMEM201	Gene Expression
ENSG00000171608	PIK3CD	Gene Expression
ENSG00000171603	CLSTN1	Gene Expression
ENSG00000178585	CTNNBIP1	Gene Expression
ENSG00000162441	LZIC	Gene Expression
ENSG00000173614	NMNAT1	Gene Expression
ENSG00000162444	RBP7	Gene Expression
ENSG00000130939	UBE4B	Gene Expression
ENSG00000054523	KIF1B	Gene Expression
ENSG00000142657	PGD	Gene Expression
APITD1	APITD1	Gene Expression
ENSG00000160049	DFFA	Gene Expression
ENSG00000142655	PEX14	Gene Expression
ENSG00000130940	CASZ1	Gene Expression
ENSG00000120948	TARDBP	Gene Expression
ENSG00000116649	SRM	Gene Expression
ENSG00000171824	EXOSC10	Gene Expression
ENSG00000198793	MTOR	Gene Expression
ENSG00000120942	UBIAD1	Gene Expression
ENSG00000132879	FBXO44	Gene Expression
ENSG00000116663	FBXO6	Gene Expression
ENSG00000116670	MAD2L2	Gene Expression
ENSG00000177674	AGTRAP	Gene Expression
ENSG00000177000	MTHFR	Gene Expression
ENSG00000011021	CLCN6	Gene Expression
ENSG00000242349	ENSG00000242349	Gene Expression
ENSG00000116685	KIAA2013	Gene Expression
ENSG00000083444	PLOD1	Gene Expression
ENSG00000116688	MFN2	Gene Expression
ENSG00000116691	MIIP	Gene Expression
ENSG00000120949	TNFRSF8	Gene Expression
ENSG00000028137	TNFRSF1B	Gene Expression
ENSG00000048707	VPS13D	Gene Expression
ENSG00000162496	DHRS3	Gene Expression
ENSG00000162493	PDPN	Gene Expression
ENSG00000116731	PRDM2	Gene Expression
ENSG00000175147	TMEM51-AS1	Gene Expression
ENSG00000171729	TMEM51	Gene Expression
ENSG00000142621	FHAD1	Gene Expression
ENSG00000142634	EFHD2	Gene Expression
ENSG00000132906	CASP9	Gene Expression
ENSG00000116138	DNAJC16	Gene Expression
ENSG00000116771	AGMAT	Gene Expression
ENSG00000197312	DDI2	Gene Expression
ENSG00000116786	PLEKHM2	Gene Expression
ENSG00000162461	SLC25A34	Gene Expression
ENSG00000162458	FBLIM1	Gene Expression
ENSG00000233954	UQCRHL	Gene Expression
FLJ37453	FLJ37453	Gene Expression
ENSG00000065526	SPEN	Gene Expression
ENSG00000116809	ZBTB17	Gene Expression
ENSG00000142627	EPHA2	Gene Expression
ENSG00000142632	ARHGEF19	Gene Expression
ENSG00000037637	FBXO42	Gene Expression
ENSG00000055070	SZRD1	Gene Expression
ENSG00000157191	NECAP2	Gene Expression
RP4-798A10	RP4-798A10	Gene Expression
ENSG00000219481	NBPF1	Gene Expression
ENSG00000058453	CROCC	Gene Expression
RP11-108M9	RP11-108M9	Gene Expression
ENSG00000159363	ATP13A2	Gene Expression
ENSG00000117118	SDHB	Gene Expression
ENSG00000117115	PADI2	Gene Expression
ENSG00000281540	RCC2	Gene Expression
ENSG00000074964	ARHGEF10L	Gene Expression
ENSG00000117154	IGSF21	Gene Expression
ENSG00000159423	ALDH4A1	Gene Expression
ENSG00000169991	IFFO2	Gene Expression
ENSG00000127481	UBR4	Gene Expression
RP1-43E13	RP1-43E13	Gene Expression
ENSG00000127463	EMC1	Gene Expression
ENSG00000053372	MRTO4	Gene Expression
ENSG00000053371	AKR7A2	Gene Expression
ENSG00000040487	SLC66A1	Gene Expression
ENSG00000077549	CAPZB	Gene Expression
ENSG00000173436	MICOS10	Gene Expression
ENSG00000158747	NBL1	Gene Expression
ENSG00000162542	TMCO4	Gene Expression
ENSG00000169914	OTUD3	Gene Expression
ENSG00000188257	PLA2G2A	Gene Expression
ENSG00000090432	MUL1	Gene Expression
ENSG00000158825	CDA	Gene Expression
ENSG00000158828	PINK1	Gene Expression
ENSG00000244038	DDOST	Gene Expression
ENSG00000117245	KIF17	Gene Expression
ENSG00000127483	HP1BP3	Gene Expression
ENSG00000075151	EIF4G3	Gene Expression
ENSG00000117298	ECE1	Gene Expression
ENSG00000090686	USP48	Gene Expression
ENSG00000218510	LINC00339	Gene Expression
ENSG00000070831	CDC42	Gene Expression
ENSG00000184677	ZBTB40	Gene Expression
ENSG00000173372	C1QA	Gene Expression
ENSG00000159189	C1QC	Gene Expression
ENSG00000173369	C1QB	Gene Expression
ENSG00000133216	EPHB2	Gene Expression
ENSG00000004487	KDM1A	Gene Expression
ENSG00000169641	LUZP1	Gene Expression
ENSG00000261326	LINC01355	Gene Expression
ENSG00000125944	HNRNPR	Gene Expression
ENSG00000249087	ZNF436-AS1	Gene Expression
ENSG00000204219	TCEA3	Gene Expression
ENSG00000283060	ID3	Gene Expression
ENSG00000142676	RPL11	Gene Expression
TCEB3	TCEB3	Gene Expression
TCEB3-AS1	TCEB3-AS1	Gene Expression
ENSG00000057757	PITHD1	Gene Expression
ENSG00000011009	LYPLA2	Gene Expression
ENSG00000117308	GALE	Gene Expression
ENSG00000117305	HMGCL	Gene Expression
ENSG00000179163	FUCA1	Gene Expression
ENSG00000189266	PNRC2	Gene Expression
ENSG00000188529	SRSF10	Gene Expression
ENSG00000001460	STPG1	Gene Expression
ENSG00000001461	NIPAL3	Gene Expression
ENSG00000117602	RCAN3	Gene Expression
RP4-594I10	RP4-594I10	Gene Expression
ENSG00000133226	SRRM1	Gene Expression
ENSG00000169504	CLIC4	Gene Expression
ENSG00000020633	RUNX3	Gene Expression
ENSG00000117614	SYF2	Gene Expression
ENSG00000117616	RSRP1	Gene Expression
ENSG00000183726	TMEM50A	Gene Expression
TMEM57	TMEM57	Gene Expression
ENSG00000157978	LDLRAP1	Gene Expression
RP11-70P17	RP11-70P17	Gene Expression
ENSG00000117643	MAN1C1	Gene Expression
SEPN1	SEPN1	Gene Expression
ENSG00000117640	MTFR1L	Gene Expression
ENSG00000182749	PAQR7	Gene Expression
ENSG00000117632	STMN1	Gene Expression
ENSG00000158006	PAFAH2	Gene Expression
ENSG00000175087	PDIK1L	Gene Expression
ENSG00000142684	ZNF593	Gene Expression
ENSG00000130695	CEP85	Gene Expression
ENSG00000142669	SH3BGRL3	Gene Expression
ENSG00000158062	UBXN11	Gene Expression
ENSG00000169442	CD52	Gene Expression
ENSG00000117682	DHDDS	Gene Expression
ENSG00000198830	HMGN2	Gene Expression
ENSG00000281877	RPS6KA1	Gene Expression
ENSG00000117713	ARID1A	Gene Expression
ENSG00000060642	PIGV	Gene Expression
ENSG00000204160	ZDHHC18	Gene Expression
ENSG00000142751	GPN2	Gene Expression
ENSG00000198746	GPATCH3	Gene Expression
ENSG00000090273	NUDC	Gene Expression
ENSG00000090020	SLC9A1	Gene Expression
ENSG00000142784	WDTC1	Gene Expression
ENSG00000186501	TMEM222	Gene Expression
ENSG00000142733	MAP3K6	Gene Expression
ENSG00000158195	WASF2	Gene Expression
ENSG00000126705	AHDC1	Gene Expression
ENSG00000000938	FGR	Gene Expression
ENSG00000126709	IFI6	Gene Expression
ENSG00000009780	FAM76A	Gene Expression
ENSG00000117758	STX12	Gene Expression
ENSG00000117751	PPP1R8	Gene Expression
ENSG00000130775	THEMIS2	Gene Expression
ENSG00000117748	RPA2	Gene Expression
ENSG00000158156	XKR8	Gene Expression
ENSG00000158161	EYA3	Gene Expression
ENSG00000169403	PTAFR	Gene Expression
ENSG00000285317	DNAJC8	Gene Expression
ATPIF1	ATPIF1	Gene Expression
ENSG00000285069	SESN2	Gene Expression
ENSG00000130772	MED18	Gene Expression
ENSG00000204138	PHACTR4	Gene Expression
ENSG00000180198	RCC1	Gene Expression
ENSG00000180098	TRNAU1AP	Gene Expression
ENSG00000197989	SNHG12	Gene Expression
ENSG00000120656	TAF12	Gene Expression
ENSG00000188060	RAB42	Gene Expression
ENSG00000162419	GMEB1	Gene Expression
ENSG00000198492	YTHDF2	Gene Expression
ENSG00000159023	EPB41	Gene Expression
ENSG00000116350	SRSF4	Gene Expression
ENSG00000116353	MECR	Gene Expression
ENSG00000162510	MATN1	Gene Expression
ENSG00000162511	LAPTM5	Gene Expression
ENSG00000162512	SDC3	Gene Expression
ENSG00000134644	PUM1	Gene Expression
ENSG00000060688	SNRNP40	Gene Expression
ENSG00000121766	ZCCHC17	Gene Expression
ENSG00000121769	FABP3	Gene Expression
ENSG00000168528	SERINC2	Gene Expression
ENSG00000162517	PEF1	Gene Expression
ENSG00000184007	PTP4A2	Gene Expression
ENSG00000121774	KHDRBS1	Gene Expression
ENSG00000121775	TMEM39B	Gene Expression
ENSG00000025800	KPNA6	Gene Expression
ENSG00000084652	TXLNA	Gene Expression
ENSG00000160050	CCDC28B	Gene Expression
ENSG00000160055	TMEM234	Gene Expression
ENSG00000084623	EIF3I	Gene Expression
ENSG00000116478	HDAC1	Gene Expression
ENSG00000175130	MARCKSL1	Gene Expression
ENSG00000225828	FAM229A	Gene Expression
ENSG00000160058	BSDC1	Gene Expression
ENSG00000160062	ZBTB8A	Gene Expression
ENSG00000176261	ZBTB8OS	Gene Expression
ENSG00000162521	RBBP4	Gene Expression
ENSG00000162520	SYNC	Gene Expression
ENSG00000162522	KIAA1522	Gene Expression
ENSG00000134684	YARS1	Gene Expression
ENSG00000116497	S100PBP	Gene Expression
ENSG00000121900	TMEM54	Gene Expression
ENSG00000116514	RNF19B	Gene Expression
ENSG00000004455	AK2	Gene Expression
ENSG00000142920	AZIN2	Gene Expression
ENSG00000160094	ZNF362	Gene Expression
ENSG00000134686	PHC2	Gene Expression
ENSG00000163866	SMIM12	Gene Expression
ENSG00000187513	GJA4	Gene Expression
ENSG00000116544	DLGAP3	Gene Expression
RP11-244H3	RP11-244H3	Gene Expression
ENSG00000163867	ZMYM6	Gene Expression
ENSG00000197056	ZMYM1	Gene Expression
ENSG00000116560	SFPQ	Gene Expression
ENSG00000146463	ZMYM4	Gene Expression
ENSG00000142687	KIAA0319L	Gene Expression
ENSG00000020129	NCDN	Gene Expression
RP4-728D4	RP4-728D4	Gene Expression
ENSG00000126067	PSMB2	Gene Expression
ENSG00000142686	C1orf216	Gene Expression
ENSG00000092853	CLSPN	Gene Expression
ENSG00000134698	AGO4	Gene Expression
ENSG00000092847	AGO1	Gene Expression
ENSG00000126070	AGO3	Gene Expression
ENSG00000116863	ADPRS	Gene Expression
ENSG00000171812	COL8A2	Gene Expression
ENSG00000054116	TRAPPC3	Gene Expression
ENSG00000116871	MAP7D1	Gene Expression
ENSG00000054118	THRAP3	Gene Expression
ENSG00000214193	SH3D21	Gene Expression
ENSG00000142694	EVA1B	Gene Expression
ENSG00000196182	STK40	Gene Expression
ENSG00000181817	LSM10	Gene Expression
ENSG00000116885	OSCP1	Gene Expression
ENSG00000116898	MRPS15	Gene Expression
ENSG00000119535	CSF3R	Gene Expression
ENSG00000233621	LINC01137	Gene Expression
ENSG00000163874	ZC3H12A	Gene Expression
ENSG00000163875	MEAF6	Gene Expression
ENSG00000163877	SNIP1	Gene Expression
ENSG00000163879	DNALI1	Gene Expression
ENSG00000134697	GNL2	Gene Expression
ENSG00000116922	C1orf109	Gene Expression
ENSG00000196449	YRDC	Gene Expression
ENSG00000197982	C1orf122	Gene Expression
ENSG00000188786	MTF1	Gene Expression
ENSG00000204084	INPP5B	Gene Expression
ENSG00000183431	SF3A3	Gene Expression
ENSG00000183386	FHL3	Gene Expression
UTP11L	UTP11L	Gene Expression
ENSG00000185668	POU3F1	Gene Expression
ENSG00000116954	RRAGC	Gene Expression
RP5-864K19	RP5-864K19	Gene Expression
ENSG00000214114	MYCBP	Gene Expression
ENSG00000174574	AKIRIN1	Gene Expression
ENSG00000168653	NDUFS5	Gene Expression
ENSG00000127603	MACF1	Gene Expression
RP11-69E11	RP11-69E11	Gene Expression
ENSG00000090621	PABPC4	Gene Expression
ENSG00000084072	PPIE	Gene Expression
ENSG00000198754	OXCT2	Gene Expression
ENSG00000043514	TRIT1	Gene Expression
ENSG00000116990	MYCL	Gene Expression
ENSG00000168389	MFSD2A	Gene Expression
ENSG00000131236	CAP1	Gene Expression
ENSG00000131238	PPT1	Gene Expression
ENSG00000117000	RLF	Gene Expression
RP1-39G22	RP1-39G22	Gene Expression
ENSG00000084073	ZMPSTE24	Gene Expression
ENSG00000049089	COL9A2	Gene Expression
ENSG00000084070	SMAP2	Gene Expression
ENSG00000164002	EXO5	Gene Expression
ENSG00000117010	ZNF684	Gene Expression
ENSG00000117016	RIMS3	Gene Expression
ENSG00000066136	NFYC	Gene Expression
ENSG00000171793	CTPS1	Gene Expression
ENSG00000010803	SCMH1	Gene Expression
ENSG00000127124	HIVEP3	Gene Expression
ENSG00000198815	FOXJ3	Gene Expression
ENSG00000127125	PPCS	Gene Expression
ENSG00000186409	CCDC30	Gene Expression
ENSG00000171960	PPIH	Gene Expression
ENSG00000065978	YBX1	Gene Expression
ENSG00000117385	P3H1	Gene Expression
ENSG00000164008	C1orf50	Gene Expression
ENSG00000177868	SVBP	Gene Expression
ENSG00000164010	ERMAP	Gene Expression
RP11-342M1	RP11-342M1	Gene Expression
ENSG00000164011	ZNF691	Gene Expression
ENSG00000117395	EBNA1BP2	Gene Expression
ENSG00000117399	CDC20	Gene Expression
ENSG00000066322	ELOVL1	Gene Expression
ENSG00000159479	MED8	Gene Expression
ENSG00000198198	SZT2	Gene Expression
ENSG00000178922	HYI	Gene Expression
ENSG00000066135	KDM4A	Gene Expression
ENSG00000126091	ST3GAL3	Gene Expression
ENSG00000117408	IPO13	Gene Expression
ENSG00000132768	DPH2	Gene Expression
ENSG00000117410	ATP6V0B	Gene Expression
ENSG00000159214	CCDC24	Gene Expression
ENSG00000178028	DMAP1	Gene Expression
ENSG00000117419	ERI3	Gene Expression
ENSG00000187147	RNF220	Gene Expression
ENSG00000126106	TMEM53	Gene Expression
C1orf228	C1orf228	Gene Expression
ENSG00000142937	RPS8	Gene Expression
ENSG00000173846	PLK3	Gene Expression
ENSG00000188396	TCTEX1D4	Gene Expression
ENSG00000222009	BTBD19	Gene Expression
ENSG00000117425	PTCH2	Gene Expression
ENSG00000070785	EIF2B3	Gene Expression
ENSG00000126107	HECTD3	Gene Expression
ENSG00000126088	UROD	Gene Expression
ENSG00000132781	MUTYH	Gene Expression
ENSG00000132773	TOE1	Gene Expression
ENSG00000070759	TESK2	Gene Expression
ENSG00000132763	MMACHC	Gene Expression
ENSG00000117450	PRDX1	Gene Expression
ENSG00000117448	AKR1A1	Gene Expression
ENSG00000132780	NASP	Gene Expression
ENSG00000159592	GPBP1L1	Gene Expression
ENSG00000159596	TMEM69	Gene Expression
ENSG00000197429	IPP	Gene Expression
ENSG00000086015	MAST2	Gene Expression
ENSG00000117461	PIK3R3	Gene Expression
ENSG00000085998	POMGNT1	Gene Expression
ENSG00000132128	LRRC41	Gene Expression
ENSG00000173660	UQCRH	Gene Expression
ENSG00000117481	NSUN4	Gene Expression
ENSG00000079277	MKNK1	Gene Expression
ENSG00000142961	MOB3C	Gene Expression
ENSG00000123472	ATPAF1	Gene Expression
ENSG00000159658	EFCAB14	Gene Expression
ENSG00000123473	STIL	Gene Expression
ENSG00000162368	CMPK1	Gene Expression
ENSG00000132122	SPATA6	Gene Expression
ENSG00000185104	FAF1	Gene Expression
ENSG00000123080	CDKN2C	Gene Expression
ENSG00000123091	RNF11	Gene Expression
ENSG00000085832	EPS15	Gene Expression
ENSG00000117859	OSBPL9	Gene Expression
ENSG00000078618	NRDC	Gene Expression
ENSG00000117862	TXNDC12	Gene Expression
ENSG00000198841	KTI12	Gene Expression
ENSG00000134717	BTF3L4	Gene Expression
ENSG00000154222	CC2D1B	Gene Expression
ENSG00000134748	PRPF38A	Gene Expression
ZCCHC11	ZCCHC11	Gene Expression
ENSG00000162377	COA7	Gene Expression
ENSG00000162378	ZYG11B	Gene Expression
ENSG00000121310	ECHDC2	Gene Expression
ENSG00000116171	SCP2	Gene Expression
ENSG00000157184	CPT2	Gene Expression
ENSG00000162384	CZIB	Gene Expression
ENSG00000162385	MAGOH	Gene Expression
ENSG00000157193	LRP8	Gene Expression
RP11-117D22	RP11-117D22	Gene Expression
ENSG00000058804	NDC1	Gene Expression
ENSG00000058799	YIPF1	Gene Expression
ENSG00000081870	HSPB11	Gene Expression
ENSG00000116212	LRRC42	Gene Expression
ENSG00000116209	TMEM59	Gene Expression
ENSG00000116205	TCEANC2	Gene Expression
ENSG00000215883	CYB5RL	Gene Expression
ENSG00000116221	MRPL37	Gene Expression
ENSG00000157216	SSBP3	Gene Expression
ENSG00000162390	ACOT11	Gene Expression
ENSG00000243725	TTC4	Gene Expression
ENSG00000162396	PARS2	Gene Expression
ENSG00000116133	DHCR24	Gene Expression
ENSG00000162402	USP24	Gene Expression
ENSG00000162407	PLPP3	Gene Expression
ENSG00000162600	OMA1	Gene Expression
ENSG00000162601	MYSM1	Gene Expression
ENSG00000177606	JUN	Gene Expression
RP4-794H19	RP4-794H19	Gene Expression
ENSG00000172456	FGGY	Gene Expression
ENSG00000162599	NFIA	Gene Expression
ENSG00000162604	TM2D1	Gene Expression
ENSG00000240563	L1TD1	Gene Expression
ENSG00000162607	USP1	Gene Expression
ENSG00000116641	DOCK7	Gene Expression
ENSG00000125703	ATG4C	Gene Expression
ENSG00000088035	ALG6	Gene Expression
ENSG00000142856	ITGB3BP	Gene Expression
ENSG00000079739	PGM1	Gene Expression
ENSG00000162434	JAK1	Gene Expression
ENSG00000213625	LEPROT	Gene Expression
ENSG00000116678	LEPR	Gene Expression
ENSG00000184588	PDE4B	Gene Expression
ENSG00000152760	TCTEX1D1	Gene Expression
ENSG00000198160	MIER1	Gene Expression
ENSG00000116704	SLC35D1	Gene Expression
ENSG00000142864	SERBP1	Gene Expression
ENSG00000116717	GADD45A	Gene Expression
ENSG00000172380	GNG12	Gene Expression
ENSG00000232284	GNG12-AS1	Gene Expression
ENSG00000162595	DIRAS3	Gene Expression
ENSG00000116729	WLS	Gene Expression
ENSG00000066557	LRRC40	Gene Expression
ENSG00000116754	SRSF11	Gene Expression
ENSG00000118454	ANKRD13C	Gene Expression
ENSG00000197568	HHLA3	Gene Expression
ENSG00000116761	CTH	Gene Expression
ENSG00000132485	ZRANB2	Gene Expression
ENSG00000254685	FPGT	Gene Expression
ENSG00000116791	CRYZ	Gene Expression
ENSG00000162623	TYW3	Gene Expression
ENSG00000117054	ACADM	Gene Expression
ENSG00000137955	RABGGTB	Gene Expression
ENSG00000142892	PIGK	Gene Expression
ZZZ3	ZZZ3	Gene Expression
ENSG00000077254	USP33	Gene Expression
FAM73A	FAM73A	Gene Expression
ENSG00000162614	NEXN	Gene Expression
ENSG00000162613	FUBP1	Gene Expression
ENSG00000162616	DNAJB4	Gene Expression
ENSG00000137960	GIPC2	Gene Expression
RP11-386I14	RP11-386I14	Gene Expression
ENSG00000137959	IFI44L	Gene Expression
ENSG00000137965	IFI44	Gene Expression
ENSG00000137941	TTLL7	Gene Expression
ENSG00000142875	PRKACB	Gene Expression
ENSG00000203943	SAMD13	Gene Expression
ENSG00000137976	DNASE2B	Gene Expression
ENSG00000117133	RPF1	Gene Expression
ENSG00000174021	GNG5	Gene Expression
ENSG00000117151	CTBS	Gene Expression
ENSG00000117155	SSX2IP	Gene Expression
ENSG00000153898	MCOLN2	Gene Expression
ENSG00000055732	MCOLN3	Gene Expression
ENSG00000162642	C1orf52	Gene Expression
ENSG00000142867	BCL10	Gene Expression
ENSG00000117174	ZNHIT6	Gene Expression
ENSG00000122417	ODF2L	Gene Expression
ENSG00000097033	SH3GLB1	Gene Expression
SEP15	SEP15	Gene Expression
ENSG00000153936	HS2ST1	Gene Expression
ENSG00000143013	LMO4	Gene Expression
ENSG00000065243	PKN2	Gene Expression
ENSG00000137947	GTF2B	Gene Expression
CCBL2	CCBL2	Gene Expression
ENSG00000213516	RBMXL1	Gene Expression
ENSG00000117226	GBP3	Gene Expression
ENSG00000117228	GBP1	Gene Expression
ENSG00000162645	GBP2	Gene Expression
ENSG00000162654	GBP4	Gene Expression
ENSG00000154451	GBP5	Gene Expression
ENSG00000197147	LRRC8B	Gene Expression
FLJ27354	FLJ27354	Gene Expression
ENSG00000171488	LRRC8C	Gene Expression
ENSG00000171492	LRRC8D	Gene Expression
ENSG00000162664	ZNF326	Gene Expression
ENSG00000122482	ZNF644	Gene Expression
ENSG00000097046	CDC7	Gene Expression
ENSG00000069702	TGFBR3	Gene Expression
ENSG00000174842	GLMN	Gene Expression
ENSG00000122484	RPAP2	Gene Expression
ENSG00000067208	EVI5	Gene Expression
ENSG00000122406	RPL5	Gene Expression
ENSG00000154511	DIPK1A	Gene Expression
ENSG00000143033	MTF2	Gene Expression
ENSG00000117500	TMED5	Gene Expression
ENSG00000122483	CCDC18	Gene Expression
ENSG00000117505	DR1	Gene Expression
ENSG00000137936	BCAR3	Gene Expression
ENSG00000067334	DNTTIP2	Gene Expression
ENSG00000023909	GCLM	Gene Expression
ENSG00000137962	ARHGAP29	Gene Expression
ENSG00000117528	ABCD3	Gene Expression
ENSG00000117525	F3	Gene Expression
ENSG00000117519	CNN3	Gene Expression
ENSG00000172339	ALG14	Gene Expression
ENSG00000117569	PTBP2	Gene Expression
ENSG00000188641	DPYD	Gene Expression
ENSG00000162627	SNX7	Gene Expression
ENSG00000099260	PALMD	Gene Expression
ENSG00000162688	AGL	Gene Expression
RP5-884G6	RP5-884G6	Gene Expression
ENSG00000117620	SLC35A3	Gene Expression
ENSG00000156875	MFSD14A	Gene Expression
ENSG00000156876	SASS6	Gene Expression
ENSG00000122435	TRMT13	Gene Expression
ENSG00000122477	LRRC39	Gene Expression
ENSG00000137992	DBT	Gene Expression
ENSG00000137996	RTCA	Gene Expression
ENSG00000079335	CDC14A	Gene Expression
ENSG00000162694	EXTL2	Gene Expression
RP4-549L20	RP4-549L20	Gene Expression
ENSG00000162695	SLC30A7	Gene Expression
ENSG00000117543	DPH5	Gene Expression
RP11-421L21	RP11-421L21	Gene Expression
ENSG00000170989	S1PR1	Gene Expression
ENSG00000185946	RNPC3	Gene Expression
ENSG00000240038	AMY2B	Gene Expression
ENSG00000198890	PRMT6	Gene Expression
ENSG00000134215	VAV3	Gene Expression
RP11-356N1	RP11-356N1	Gene Expression
ENSG00000284468	SLC25A24	Gene Expression
RP11-483I13	RP11-483I13	Gene Expression
ENSG00000162636	FAM102B	Gene Expression
ENSG00000162639	HENMT1	Gene Expression
ENSG00000134186	PRPF38B	Gene Expression
ENSG00000116266	STXBP3	Gene Expression
ENSG00000121957	GPSM2	Gene Expression
ENSG00000121940	CLCC1	Gene Expression
ENSG00000085433	WDR47	Gene Expression
ENSG00000197780	TAF13	Gene Expression
RP5-1065J22	RP5-1065J22	Gene Expression
ENSG00000215717	TMEM167B	Gene Expression
ENSG00000278249	SCARNA2	Gene Expression
ENSG00000116299	KIAA1324	Gene Expression
ENSG00000031698	SARS1	Gene Expression
ENSG00000134222	PSRC1	Gene Expression
ENSG00000134243	SORT1	Gene Expression
ENSG00000143106	PSMA5	Gene Expression
ENSG00000174151	CYB561D1	Gene Expression
ENSG00000065135	GNAI3	Gene Expression
ENSG00000116337	AMPD2	Gene Expression
ENSG00000168765	GSTM4	Gene Expression
ENSG00000134202	GSTM3	Gene Expression
ENSG00000168710	AHCYL1	Gene Expression
ENSG00000143093	STRIP1	Gene Expression
ENSG00000162775	RBM15	Gene Expression
ENSG00000168679	SLC16A4	Gene Expression
ENSG00000134248	LAMTOR5	Gene Expression
RP11-284N8	RP11-284N8	Gene Expression
ENSG00000143119	CD53	Gene Expression
ENSG00000121931	LRIF1	Gene Expression
ENSG00000156171	DRAM2	Gene Expression
ENSG00000134255	CEPT1	Gene Expression
RP5-1180E21	RP5-1180E21	Gene Expression
RP5-1180E21.1	RP5-1180E21.1	Gene Expression
ENSG00000162777	DENND2D	Gene Expression
ENSG00000064886	CHI3L2	Gene Expression
ENSG00000173947	PIFO	Gene Expression
ENSG00000116455	WDR77	Gene Expression
ATP5F1	ATP5F1	Gene Expression
ENSG00000143110	C1orf162	Gene Expression
ENSG00000121933	TMIGD3	Gene Expression
ENSG00000282608	ADORA3	Gene Expression
ENSG00000116473	RAP1A	Gene Expression
FAM212B	FAM212B	Gene Expression
ENSG00000064703	DDX20	Gene Expression
ENSG00000143079	CTTNBP2NL	Gene Expression
ENSG00000134245	WNT2B	Gene Expression
ENSG00000007341	ST7L	Gene Expression
